repo_name,commit,subject,message,is_corrective,is_adaptive,is_perfective,is_refactor,corrective,adaptive,perfective,refactor,change,comment,justification,batch
neos/neos-development-collection,5d784a4832cc2a3d4924d1ec8bef73b0cfa4f4bb,"TASK: Apply migration Neos.Neos-20161125122412 to package ""Neos.Media.Browser""","TASK: Apply migration Neos.Neos-20161125122412 to package ""Neos.Media.Browser""

Allow to migrate Sites.xml files

Note: This migration did not produce any changes, so the commit simply
marks the migration as applied. This makes sure it will not be applied
again.
",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
bendisposto/prob2-ui,ec77eb78ce2df9a76b9a6b24989193af01473f6d,Persist bounds of detached views using StageManager This replaces the previous code that used a different config file.,"Persist bounds of detached views using StageManager
This replaces the previous code that used a different config file.
",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
spring-projects/spring-boot,7a73c5883f857f7dfb56d73410af96eae04a0e63,Avoid using @Order on @Configuration classes as Spring now honours it,"Avoid using @Order on @Configuration classes as Spring now honours it

In Spring Framework 4.1, @Order on a @Configuration class had no effect.
This allowed us to use it on auto-configuration classes to control
the ordering of auto-configuration classes without it having any
broader implications for configuration class ordering.

Spring Framework 4.2 now honours @Order on @Configuration classes. This
breaks a number of tests where we were relying on the order that the
classes were passed to register when evaluating various bean conditions.

This commit replaces the use of @Order on auto-configuration classes
with a new annotation, @AutoConfigureOrder. The new annotation is
handled by AutoConfigurationSorter where it’s used to order
auto-configuration classes. This allows us to order auto-configuration
classes without the unwanted side-effect of this also affecting the
general ordering of configuration classes.

See gh-2575
",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
galaxyproject/tools-iuc,8475f20839e4fe89e4be6b1812b086fea17d3755,Adding the files with optional parameters. There are still issues with the line difference and a change is yet to be done.,"Adding the files with optional parameters. There are still issues with the line difference and a change is yet to be done.
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
obfuscated/codeblocks_sf,087533e84fecfaf58c085843c3e5a5b58f57871c,* Prepare for release: Setup debian change log so the,"* Prepare for release: Setup debian change log so the

> This cherry-picks rev 11968 from the release-20.03 branch

git-svn-id: 2f11a1cf0a39f6e766db76572a835a5ba8f74bec@12021 2a5c6006-c6dd-42ca-98ab-0921f2732cef
",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
wordpress-mobile/WordPress-Android,ac7f908806485ca41b7f61ce32d4f205ddd9e10f,added onCreateViewHolder changes with view types to determine viewholder,"added onCreateViewHolder changes with view types to determine viewholder

",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
Taeung/tip,267f1128583074b575b90a58de4dcb12dd25af96,locks: remove conditional lock release in middle of flock_lock_file,"locks: remove conditional lock release in middle of flock_lock_file

As Linus pointed out:

    Say we have an existing flock, and now do a new one that conflicts. I
    see what looks like three separate bugs.

     - We go through the first loop, find a lock of another type, and
    delete it in preparation for replacing it

     - we *drop* the lock context spinlock.

     - BUG #1? So now there is no lock at all, and somebody can come in
    and see that unlocked state. Is that really valid?

     - another thread comes in while the first thread dropped the lock
    context lock, and wants to add its own lock. It doesn't see the
    deleted or pending locks, so it just adds it

     - the first thread gets the context spinlock again, and adds the lock
    that replaced the original

     - BUG #2? So now there are *two* locks on the thing, and the next
    time you do an unlock (or when you close the file), it will only
    remove/replace the first one.

...remove the ""drop the spinlock"" code in the middle of this function as
it has always been suspicious. This should eliminate the potential race
that can leave two locks for the same struct file on the list.

He also pointed out another thing as a bug -- namely that you
flock_lock_file removes the lock from the list unconditionally when
doing a lock upgrade, without knowing whether it'll be able to set the
new lock. Bruce pointed out that this is expected behavior and may help
prevent certain deadlock situations.

We may want to revisit that at some point, but it's probably best that
we do so in the context of a different patchset.

Reported-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
Signed-off-by: Jeff Layton <542dfe392278ff3cf017aafde9d989e8068d5c3e@primarydata.com>
",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
cuba-platform/cuba,077afe380ba81b7e88ffe184b7a5bc7a8d252513,lookup for selecting a filter replaced with popupButton. Filter name displayed in groupBox caption. Window for selecting a filter displayed if too many filters #PL-4488,"lookup for selecting a filter replaced with popupButton. Filter name displayed in groupBox caption. Window for selecting a filter displayed if too many filters #PL-4488
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
bradharding/doomretro,d37d2748d7fdb3d95729cd727dcd7388d4751ff2,Revert change to TEKWALL1 texture,"Revert change to TEKWALL1 texture
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
ManageIQ/manageiq,6b7c0c9850f0da47f0fa0f072eb1a436289e7d65,Renamed leftover usages of miqEditor to ManageIQ.editor,"Renamed leftover usages of miqEditor to ManageIQ.editor

This issue was introduced in https://github.com/ManageIQ/manageiq/pull/3254, Commit SHA: a7966b2b
changed leftover occurrences of miqEditor to use ManageIQ.editor

fixes #3624
",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
bvcms/bvcms,f3789378f956443b7013900a4fd551a6fd35489c,InsertDraft Replacement Code,"InsertDraft Replacement Code

Added Email Replacement code in the form of {insertdraft:Name_of-Draft}.
It pulls the HTML content from the body of a named draft email.
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
frappe/frappe,49768bf86aeef12232becc2b90b324b8af66b719,Merge pull request #1697 from KanchanChauhan/UXChanges,"Merge pull request #1697 from KanchanChauhan/UXChanges

[WIP] Do not merge",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
avocado-framework-tests/avocado-misc-tests,407ced68e2bd2d9d9fa997babe7176d05d1d3c2f,generic/rcutorture: Reuse cpu functions for offline and online,"generic/rcutorture: Reuse cpu functions for offline and online

CPU off-on commands from process.system() function never got
executed, replace with cpu off on functions in utils.py
Also added tags to be a kernel tests and replace skip with cancel

Signed-off-by: Abdul Haleem <d72979407b2438b90c42979d11f88d04d190c5d3@linux.vnet.ibm.com>
",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,possibile_fn
stinsonga/emacs-mirror,de7fc458e99867b6cb540ec033c3b740a1dd65e9,Revert my two recent process.c changes,"Revert my two recent process.c changes

Revert ""Improve last commit to process.c"" and ""Remove callback-handled
channels from Available set"" because they did not fix bug#21313.

This reverts commits bfa1aa8e2bdaf14adbbf1e9e824051d3f740694c and
27f871907cc24f33a7d12ac3a4ab71a88f0bc554..
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
llvm-mirror/llvm,3b75c0484a47712cec877ec9f2cd47c35b27093d,[CGP] transform select instructions into branches and sink expensive operands,"[CGP] transform select instructions into branches and sink expensive operands

This was originally checked in at r250527, but reverted at r250570 because of PR25222.
There were at least 2 problems: 
1. The cost check was checking for an instruction with an exact cost of TCC_Expensive;
that should have been >=.
2. The cause of the clang stage 1 failures was illegally sinking 'call' instructions;
we can't sink instructions that may have side effects / are not safe to execute speculatively.

Fixed those conditions in sinkSelectOperand() and added test cases.

Original commit message:
This is a follow-up to the discussion in D12882.

Ideally, we would like SimplifyCFG to be able to form select instructions even when the operands
are expensive (as defined by the TTI cost model) because that may expose further optimizations.
However, we would then like a later pass like CodeGenPrepare to undo that transformation if the
target would likely benefit from not speculatively executing an expensive op (this patch).

Once we have this safety mechanism in place, we can adjust SimplifyCFG to restore its
select-formation behavior that changed with r248439.

Differential Revision: http://reviews.llvm.org/D13297


git-svn-id: 0ff597fd157e6f4fc38580e8d64ab130330d2411@250743 91177308-0d34-0410-b5e6-96231b3b80d8
",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
JetBrains/intellij-community,6a7c71d8b64e9576fdfa38b51a6bc3f37d599b08,PsiBuilder: introduce RecursiveBinder to replace temporary setRightCustomEdgeTokenBinderForNode() API,"PsiBuilder: introduce RecursiveBinder to replace temporary setRightCustomEdgeTokenBinderForNode() API
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
TryGhost/Ghost,ff7517b801389de0eca0e3769231ef39178eecb5,Switch RSS to use new filter param,"Switch RSS to use new filter param

refs #5943, #5091

- split out channel config
- use config.theme instead of api calls to grab title & desc
- wrap rss call in a function which sets channel config for RSS feeds
- change rss `getData` function to use the new multiple-query-handling fetchData functionality
- make sure channelConfig is set in all tests
",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
google/llvm-propeller,3e718e08181b857c56480a10d7a3324e5019a5cb,[ORC] Fix the RPC unit test for header changes in r281171.,"[ORC] Fix the RPC unit test for header changes in r281171.

llvm-svn: 281173
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
CenterForOpenScience/osf.io,637f6b382ec795669960b1c5f3668ffd8465e010,revert admin spam change,"revert admin spam change
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
Bitcoin-com/Wallet,36756f2814c4bcb0d9d1988b0d1b6b26f857f296,changed ios store bitcoin.com wallet url,"changed ios store bitcoin.com wallet url
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
eclipxe13/CfdiUtils,3f7689489e19b568cbb495dd82cc254f971f095a,Replace jakub-onderka/php-parallel-lint with overtrue/phplint,"Replace jakub-onderka/php-parallel-lint with overtrue/phplint

",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
kubernetes/kubernetes,cf7073a8315aa964d744c6abc3255d0f75b3d265,Merge pull request #58973 from verb/cri-enum,"Merge pull request #58973 from verb/cri-enum

Automatic merge from submit-queue (batch tested with PRs 59276, 51042, 58973, 59377, 59472). If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

Update Container Runtime Interface to use enumerated namespace modes

**What this PR does / why we need it**: This updates the CRI as described in the [Shared PID Namespace](https://github.com/kubernetes/community/blob/master/contributors/design-proposals/node/pod-pid-namespace.md#container-runtime-interface-changes) proposal. This change to the alpha API is not backwards compatible: implementations of the CRI will need to update to the new API version.

**Which issue(s) this PR fixes** *(optional, in `fixes #<issue number>(, fixes #<issue_number>, ...)` format, will close the issue(s) when PR gets merged)*:
WIP #1615

**Special notes for your reviewer**:
/assign @yujuhong 

**Release note**:

```release-note
[action-required] The Container Runtime Interface (CRI) version has increased from v1alpha1 to v1alpha2. Runtimes implementing the CRI will need to update to the new version, which configures container namespaces using an enumeration rather than booleans.
```",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,update,possibile_fn
gradle/gradle,207de138edae296100edae45cf38ad5f331b328b,Fixed a couple of int tests for changes to output directory names.,"Fixed a couple of int tests for changes to output directory names.
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
yamcs/yamcs,15774c9846c4a830838fd179c5d05b1ca700d40c,"Make unprivileged username a constant, and set it to ""anonymous""","Make unprivileged username a constant, and set it to ""anonymous""

I noticed that one place used ""unknownUser"" while other placing use
""unknown"". This commit changes it to ""anonymous"", which is used by
the studio, and IMO has better semantics. For those that care:

- ""anonymous"" is known from FTP fame
- ""unknown"" gives the impression that the client actually has a username
but that Yamcs wasn't able to resolve it. That's a wrong impression.
What it should mean is that the server just doesn't identify users,
therefore everybody is ""anonymous"".

At any rate, we should probably also include an extra flag to prevent
the case where the user actually has a principal named ""anonymous"".
",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
apache/camel,f97ac2787b12e6469af9efee9f46f3100873abe5,CAMEL-9201 - Minor fixes to the project structure.,"CAMEL-9201 - Minor fixes to the project structure.

The changes introduced no longer depend on DeltaSpike Core, so removed that dependency and upgraded to the latest patch version (v1.5.4)
Updated some docs, they were referring to RoutesBuilder and extending it, however its an interface so that doesn't work well.
",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
apache/libcloud,e77580d8e0bfacf95e68210448186af4b9109025,Convert object_size to string before adding it to a header.,"Convert object_size to string before adding it to a header.

Since python-requests 2.11
(see https://github.com/requests/requests/issues/3477), integer values
in headers are no longer automatically converted to strings, so we need
to do it ourselves.

This is the same change that was done a couple of lines above for the
Content-Length header in commit 28a559042.

Signed-off-by: Quentin Pradet <d17611fde61d73f8de1b8b01bc47d446558ccd8e@apache.org>
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
Vizzuality/gfw,29717cb817b2756c45e4d5206f70de84eb3d2f9c,closed SGF application period,"closed SGF application period

Under How To Apply, changed text to: The Small Grants Fund application period is now closed. For questions about the Small Grants Fund, or to sign up to be notified when the application period opens, please write to gfwfund@wri.org.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,uncertain,not perfective since the text in not in documentation,possibile_fn
Microsoft/ChakraCore,db713f083a6606bebcb30a64ddc5cf6c52fb1f6e,[2.0>master] [MERGE #2947 @obastemur] xplat: minor changes,"[2.0>master] [MERGE #2947 @obastemur] xplat: minor changes

Merge pull request #2947 from obastemur:perf222

- do not check QCMoreFreq.. on non mobile platforms
   Removes redundant check on unrelated platforms.

- use force marshal instead of double condition
   If scriptContext doesn't match, no point comparing it again.
",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
apache/spark,b176014857b056e45cbc60ac77f1a95bc31cb0fa,[SPARK-22847][CORE] Remove redundant code in AppStatusListener while assigning schedulingPool for stage,"[SPARK-22847][CORE] Remove redundant code in AppStatusListener while assigning schedulingPool for stage

## What changes were proposed in this pull request?

In AppStatusListener's onStageSubmitted(event: SparkListenerStageSubmitted) method, there are duplicate code:
```
// schedulingPool was assigned twice with the same code
stage.schedulingPool = Option(event.properties).flatMap { p =>
      Option(p.getProperty(""spark.scheduler.pool""))
    }.getOrElse(SparkUI.DEFAULT_POOL_NAME)
...
...
...
stage.schedulingPool = Option(event.properties).flatMap { p =>
      Option(p.getProperty(""spark.scheduler.pool""))
    }.getOrElse(SparkUI.DEFAULT_POOL_NAME)

```
But, it does not make any sense to do this and there are no comment to explain for this.

## How was this patch tested?
N/A

Author: wuyi <ngone_5451@163.com>

Closes #20033 from Ngone51/dev-spark-22847.
",FALSE,FALSE,TRUE,TRUE,,,TRUE,TRUE,,,,possibile_fn
google/nomulus,3f7cd00882ef083646ebfaf500a9f5beeda04cc2,Replace FluentIterable with streams,"Replace FluentIterable with streams

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=180005797
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
facebookexperimental/eden,017347d8d2ec8aa1b76b90bcfea6b3adde5efa23,"obsolescence: add test dor the ""branch replacement"" logic during push, case D4","obsolescence: add test dor the ""branch replacement"" logic during push, case D4

Mercurial checks for the introduction of new heads on push. Evolution comes
into play to detect if existing branches on the server are being replaced by
some of the new one we push.

The current code for this logic is very basic (eg: issue4354) and was poorly
tested. We have a better implementation coming in the evolve extension fixing
these issues and with more serious tests coverage. In the process of upstreaming
this improved logic, we start with adding the test case that are already passing
with the current implementation. Once they are all in, we'll upstream the better
implementation and the extra test cases.

See inline documentation for details about the test case added in this
changeset.
",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
mantidproject/mantid,9b7f780889badb47948181cb6719313ec096eb97,changes to reduce pylint warnings in system test,"changes to reduce pylint warnings in system test

Refs #6969
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
pentaho/pentaho-kettle,74731738927553d08d854697a7b98150c32c05ee,[BACKLOG-10294] fix for checkbox position change issue in QAT 313 (#2894),"[BACKLOG-10294] fix for checkbox position change issue in QAT 313 (#2894)

",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
tensorflow/tensorflow,aa734b58be4043b5045e941f315e8d0fd62bd54e,Splits sampling_ops_test.py to pull out the threading-related test. Change: 129229732,"Splits sampling_ops_test.py to pull out the threading-related test.
Change: 129229732
",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
4dn-dcic/fourfront,eb71a158d137fe308d1a5edfd3eefa0dd172f587,Merge pull request #150 from hms-dbmi/SmallSchemaChanges,"Merge pull request #150 from hms-dbmi/SmallSchemaChanges

SmallSchemaChanges",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
mantidproject/mantid,9a7638287c4613af4de9e45473aa0aeccc549f7b,"refs #26057. Changed to DataProcessorAlgorithm, added progress report","refs #26057. Changed to DataProcessorAlgorithm, added progress report

refs #26057. Added unittests

refs #26057. Added unittests

refs #26057. Added unittests

refs #26057. Insert copywrite text

refs #26057. Fixed doctest failure

refs #26057. Fix failure with python3

refs #26057. Fixed doctest failure

refs #26057. Applied suggestions from code review
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
stephenslab/dsc2,6e7023c86da06caa14ddab803af09ce75fe178f4,Change ashr version requirement,"Change ashr version requirement
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
SCADA-LTS/Scada-LTS,777bc4382e00abedb8b6fb64dbdda4c02cb046c1,"SLTS-127 Correct view hierarchy (show new dialog, change view in new dialog and initial version add folder for view hierarchy).","SLTS-127 Correct view hierarchy (show new dialog, change view in new
dialog and initial version add folder for view hierarchy).",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
matrix-org/matrix-react-sdk,827b5a6811ac6b9d1f9a3002a94f9f6ac3f1d49c,Fix deviceverifybuttons,"Fix deviceverifybuttons

Use DeviceInfo from deviceVerificationChanged event rather than calling
non-existent getStoredDevice
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
lablup/backend.ai-manager,be7c60284ce049cb957ec6859974f723f3efb78b,ci: restore unused_port,"ci: restore unused_port

* It cannot be simply replaced with unused_tcp_port for test auth",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
ampproject/amp-wp,0a78830823b5f3e78183f79212fca4bf39310106,Fix form sanitization and archives widget submission,"Fix form sanitization and archives widget submission

* Supply target=_top to forms to prevent removal.
* Use AMP.navigateTo(url=event.value) in archives widget instead of submitting form with URL as query param.
* Replace modify_select filter with simpler force of echo=false, re-using form ID in single method.
",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
AVnetWS/Hentoid,20704b48c56ae4072ae81744cfed41b714359c2e,replaced roundabout way to get formatted string,"replaced roundabout way to get formatted string

",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
kubernetes-incubator/ocid,8074b538d41d9385d474dc484c6fff71c6056532,Add config live reload feature,"Add config live reload feature

The final configuration path gets now determined by `cmd/crio/main.go`
and will be passed into the server when executing `server.New()`.

If the config paths exists, CRI-O will automatically register a watcher
for `SIGHUP`, which partially reloads the configuration when receiving
that signal. The feature works currently only for the `log_level`
option.

Signed-off-by: Sascha Grunert <70ab469ddb2ac3e35f32ed7c2fd1cca514b2e879@suse.com>
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
tim-group/tg-eventstore,e9748a286c8deed0c8ef0097d2d4079397e0a840,Autobumper: com.timgroup:Tucker:1.0.1506 -> com.timgroup:Tucker:1.0.1507  * changes to com.timgroup:Tucker:    * Alex Conlin: render values with line-wrapping for long lines,"Autobumper: com.timgroup:Tucker:1.0.1506 -> com.timgroup:Tucker:1.0.1507
 * changes to com.timgroup:Tucker:
   * Alex Conlin: render values with line-wrapping for long lines",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
NoraUi/NoraUi,aa7474e835463bc8c4e10823c3100de8ac654233,"fix RGPD issue: change visibility of ""getTextOrKey"" to protected","fix RGPD issue: change visibility of ""getTextOrKey"" to protected",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,possibile_fn
